unique_code|path|name|res_id|res_model|create_date|create_user|comments
177|/home/odoo_files/Customers/100898|FIOTO SL.doc|100898|res_partner|2020-02-10|Alex Medialdea|SOLICITUD DE CRÉDITO
178|/home/odoo_files/Customers/100925|INGENIERIA_ELECTRONICA_INDUSTRIAL_DRAFT_SL.pdf|100925|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
179|/home/odoo_files/Customers/100932|GM_VENDING_SA.pdf|100932|res_partner|2014-11-11|Cristina Torres|informe axesor ccaa 2013
180|/home/odoo_files/Customers/100944|Cambio de domicilio IDK.docx|100944|res_partner|2018-08-02|Núria Soler|CAMBIO DOMICIO FISICO Y FISCAL
181|/home/odoo_files/Customers/100969|OESIA_NETWORKS_SOCIEDAD_LIMITADA(grupo TECNOBIT).pdf|100969|res_partner|2014-05-14|Cristina Torres|Informe axesor GRUPO OESIA accionarido de Tecnobit 22/04/2014
182|/home/odoo_files/Customers/100969|TECNOBIT_SL.pdf|100969|res_partner|2015-02-10|Cristina Torres|informe axesor ccaa 2013
183|/home/odoo_files/Customers/100969|OESIA_NETWORKS_SOCIEDAD_LIMITADA2.pdf|100969|res_partner|2015-10-28|Cristina Torres|informe axesor GRUPO OESIA 2014
184|/home/odoo_files/Customers/100969|TECNOBIT_SL 2014.pdf|100969|res_partner|2016-05-26|Cristina Torres|informe axesor ccaa 2014 Tecnobit
185|/home/odoo_files/Customers/100969|TECNOBIT - LOPD - Maximiliano Moliterni 2-12-2016.pdf|100969|res_partner|2016-05-26|OdooBot|Autorización LOPD datos y fotografías entrega premio satisfacción cliente sorteo
186|/home/odoo_files/Customers/100969|TECNOBITSL.pdf|100969|res_partner|2019-09-18|Alex Medialdea|INFORME AXESOR CCAA 2018
187|/home/odoo_files/Customers/100990|ELECTRONICA_INTEGRAL_DE_SONIDO_SA.pdf|100990|res_partner|2016-05-11|Cristina Torres|INFORME AXESOR CCAA 2014
188|/home/odoo_files/Customers/100990|Sentencia aprobatoria Convenio EIS.pdf|100990|res_partner|2016-05-19|Cristina Torres|Sentencia vía solutoria convenio concurso
189|/home/odoo_files/Customers/100990|EISSOUND.pdf|100990|res_partner|2016-05-30|Cristina Torres|solicitud credito
190|/home/odoo_files/Customers/101006|INSTALACIONESYARTICULOSPARAELTIROSL.pdf|101006|res_partner|2018-03-20|Cristina Torres|informe axesor ccaa 2016
191|/home/odoo_files/Customers/101007|EDISON ELECTRONICS.pdf|101007|res_partner|2018-12-14|Alex Medialdea|Solicitud de crédito
192|/home/odoo_files/Customers/101007|EDISONELECTRONICSSL.pdf|101007|res_partner|2020-03-02|Cristina Torres|informe axesor ccaa 2018
193|/home/odoo_files/Customers/101008|SERVICEVISION_BIS_SL.pdf|101008|res_partner|2015-10-28|Cristina Torres|informe axesor 2013
194|/home/odoo_files/Customers/101008|SERVICEVISIONBISSL.pdf|101008|res_partner|2018-08-23|Cristina Torres|INFORME AXESOR CCAA 2015
195|/home/odoo_files/Customers/101008|SERVICEVISION MOD.200 2019.pdf|101008|res_partner|2020-08-05|Cristina Torres|mod. 200  ejerc. 2019
196|/home/odoo_files/Customers/101016|Caltecnica Ingenieros SL.pdf|101016|res_partner|2021-06-08|Alex Medialdea|SOLICITUD DE CRÉDITO
197|/home/odoo_files/Customers/101016|CALTECNICA_INGENIEROS_SL (2019).pdf|101016|res_partner|2021-06-14|Alex Medialdea|INFORME AXESOR CCAA 2019
198|/home/odoo_files/Customers/101024|TEXTEL_MARIMON_SA.pdf|101024|res_partner|2015-09-09|Cristina Torres|informe axesor ccaa 2010
199|/home/odoo_files/Customers/101024|TEXTEL_MARIMON_SA (2).pdf|101024|res_partner|2015-09-10|Cristina Torres|informe axesor ccaa 2013
200|/home/odoo_files/Customers/101024|balances textel 300918.xlsx|101024|res_partner|2019-06-05|Cristina Torres|balances hastas sep18 cliente
201|/home/odoo_files/Customers/101024|200 TEXTEL 2018.pdf|101024|res_partner|2019-10-25|Alex Medialdea|Modelo 200 2018
202|/home/odoo_files/Customers/101039|CTTC Centro Tecnologic Telec Catalunya 6-11-2017.pdf|101039|res_partner|2018-01-22|OdooBot|Acuerdo de confidencialidad - NDA
203|/home/odoo_files/Customers/101039|Centre Tecnològic de Telecomunicacions de Catalunya.pdf|101039|res_partner|2020-12-02|Alex Medialdea|SOLICITUD DE CRÉDITO
204|/home/odoo_files/Customers/101041|MICROLIFT BCE SITUACION 2013.pdf|101041|res_partner|2014-06-26|Cristina Torres|balance situación 2013
205|/home/odoo_files/Customers/101041|MICROLIFT CTA PYG 2013.pdf|101041|res_partner|2014-06-26|Cristina Torres|PYG 2013
206|/home/odoo_files/Customers/101067|GIGAMESSL.pdf|101067|res_partner|2018-08-24|Cristina Torres|INFORME AXESOR CCAA 2016
207|/home/odoo_files/Customers/101067|GIGAMES_SL (2020).pdf|101067|res_partner|2021-08-27|Alex Medialdea|INFORME AXESOR CCAA 2020
208|/home/odoo_files/Customers/101076|ELSTER_MEDICION_SA.pdf|101076|res_partner|2018-01-31|Cristina Torres|INFORME AXESOR CCAA2015
209|/home/odoo_files/Customers/101080|SISTEMASAVANZADOSTELECOMLEVANTESOCIEDADLIMITADA.pdf|101080|res_partner|2018-12-03|Alex Medialdea|Informe Axesor CCAA 2017
210|/home/odoo_files/Customers/101080|SISTEMAS AVANZADOS TELECOM LEVANTE.pdf|101080|res_partner|2018-12-10|Alex Medialdea|Solicitud de crédito
211|/home/odoo_files/Customers/101083|SOL CREDITO COMERCIAL DAVANTEL.jpg|101083|res_partner|2016-05-19|María Rey|Solicitud de Crédito
212|/home/odoo_files/Customers/101096|BEN_RI_ELECTRONICA_SA (2018).pdf|101096|res_partner|2020-11-03|Alex Medialdea|INFORME AXESOR CCAA 2018
213|/home/odoo_files/Customers/101096|Ben-Ri Electronica SA.pdf|101096|res_partner|2020-12-02|Alex Medialdea|SOLICITUD DE CRÉDITO
214|/home/odoo_files/Customers/101096|INFORME_MERCANTIL_BEN_RI_ELECTRONICA_SA_2021-03-23 (1).pdf|101096|res_partner|2021-03-26|Cristina Torres|INFORME AXESOR CCAA 2019
215|/home/odoo_files/Customers/101116|WORTE_SL.pdf|101116|res_partner|2015-02-12|Cristina Torres|INFORME AXESOR CCAA 2013
216|/home/odoo_files/Customers/101116|WORTE_SL_2016.pdf|101116|res_partner|2016-09-27|María Rey|Informe Axesor 2015
217|/home/odoo_files/Customers/101125|SISTEMAS_DE_IDENTIFICACION_Y_MECANISMOS_SL.pdf|101125|res_partner|2015-01-14|Cristina Torres|informe axesor ccaa 2013
218|/home/odoo_files/Customers/101125|SIMEC.pdf|101125|res_partner|2015-01-15|Cristina Torres|Solicitud riesgo comercial.
219|/home/odoo_files/Customers/101128|ARSON_TECHNOLOGY_AND_INNOVATION_COMPANY_SOCIEDAD_LIMITADA.pdf|101128|res_partner|2016-09-19|Cristina Torres|informe axesor ccaa 2014
220|/home/odoo_files/Customers/101128|101128 ARSON.pdf|101128|res_partner|2016-09-19|Cristina Torres|solicitud crédito
221|/home/odoo_files/Customers/101142|PULSAR_INVEST_SL.pdf|101142|res_partner|2015-02-18|Cristina Torres|informe axesor ccaa 2013
222|/home/odoo_files/Customers/101162|sistemas_de_dosificacion_dosiper_sl.pdf|101162|res_partner|2018-01-10|Cristina Torres|informe ccaa 2015
223|/home/odoo_files/Customers/101164|GESPROGA S22C-614041112180.pdf|101164|res_partner|2014-04-11|Núria Soler|FIRMA DATASHEET POWERTIP  POR PARTE DEL CLIENTE
224|/home/odoo_files/Customers/101165|MAQUINARIA ESTACIONAMIENTOS Y PARKIMETROS SL.pdf|101165|res_partner|2016-05-23|María Rey|CCAA 2014 Axesor
225|/home/odoo_files/Customers/101165|MEYPAR - LOPD - Albert Julve 16-11-2016.pdf|101165|res_partner|2016-05-23|Núria Soler|LOPD ENTREGA PREMIOS
226|/home/odoo_files/Customers/101166|PARKHELP_SL.pdf|101166|res_partner|2014-05-14|Cristina Torres|informe axesor 25/04/14
227|/home/odoo_files/Customers/101166|PARKHELP SISTEMAS.pdf|101166|res_partner|2014-05-14|Cristina Torres|Solicitud credito comercial
228|/home/odoo_files/Customers/101171|GEM-MED etiquetas custom TECHNOFLEX.pdf|101171|res_partner|2014-07-29|Juan Carlos Vázquez|Aprobación etiquetas custom
229|/home/odoo_files/Customers/101171|GEM-MED INFORME EINFORMA.pdf|101171|res_partner|2013-09-12|Cristina Torres|informe einforma enviado por el cliente
230|/home/odoo_files/Customers/101171|Gem-med  Ctas. anuales auditadas 2013.pdf|101171|res_partner|2014-05-29|Cristina Torres|Ctas. auditadas 2013 enviadas por el cliente
231|/home/odoo_files/Customers/101171|GEM_MED_SL.pdf|101171|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
232|/home/odoo_files/Customers/101171|GEM_MED_SL (1).pdf|101171|res_partner|2016-05-10|Cristina Torres|Informe axesor ccaa 2014
233|/home/odoo_files/Customers/101181|P4Q LOGIN Y PASSWORD PORTAL PEDIDOS .msg|101181|res_partner|2014-07-08|Núria Soler|LOGIN Y PASSWORD PARA ENTRAR EN LA PORTAL DE PEDIDOS
234|/home/odoo_files/Customers/101181|P4Q_ELECTRONICS_SOCIEDAD_LIMITADA.pdf|101181|res_partner|2016-12-22|María Rey|Informe Axesor
235|/home/odoo_files/Customers/101181|NC-NR P4Q Pedidos PA00143 y PA00144.pdf|101181|res_partner|2018-01-19|OdooBot|NC-NR pendiente modificar referencia antena s/info Patricia Massa
236|/home/odoo_files/Customers/101181|NC-NR P4Q Pedido PA00146.pdf|101181|res_partner|2018-08-30|Elisabet Villa|NC-NR frimado Pedido PA00146
237|/home/odoo_files/Customers/101181|P4QELECTRONICSSOCIEDADLIMITADA 2017.pdf|101181|res_partner|2018-11-14|Alex Medialdea|Informe Axesor 2017
238|/home/odoo_files/Customers/101188|ACORDE_TECHNOLOGIES_SA.pdf|101188|res_partner|2014-12-22|OdooBot|Informe Asexor ccaa 2012-2013
239|/home/odoo_files/Customers/101189|ALBENTIA_SYSTEMS_SA.pdf|101189|res_partner|2017-01-23|María Rey|Informe Axesor
240|/home/odoo_files/Customers/101189|ALBENTIA_SYSTEMS_SA.pdf|101189|res_partner|2017-01-23|María Rey|Sol cred
241|/home/odoo_files/Customers/101190|AICIA.pdf|101190|res_partner|2014-11-03|Núria Soler|APERTURA CUENTA
242|/home/odoo_files/Customers/101190|AICIA.pdf|101190|res_partner|2015-02-09|Cristina Torres|SOLICITUD CRÉDITO COMERCIAL
243|/home/odoo_files/Customers/101197|ISDEL SL.pdf|101197|res_partner|2021-01-15|Alex Medialdea|SOLICITUD DE CRÉDITO
244|/home/odoo_files/Customers/101230|sacopa.doc|101230|res_partner|2015-09-15|Núria Soler|APERTURA CUENTA CAMBIO DE NOMBRE
245|/home/odoo_files/Customers/101230|SACOPA, SAU.pdf|101230|res_partner|2015-09-16|OdooBot|SOLICITUD DE CRÉDITO.
246|/home/odoo_files/Customers/101237|TEKNNIKER.pdf|101237|res_partner|2019-02-14|Núria Soler|FICHA PROVEEDOR
247|/home/odoo_files/Customers/101237|FUNDACION_TEKNIKER.pdf|101237|res_partner|2017-02-02|María Rey|Informe Axesor
248|/home/odoo_files/Customers/101237|FUNDACION_TEKNIKER.pdf|101237|res_partner|2017-02-02|María Rey|Solicitud de credito
249|/home/odoo_files/Customers/101237|FUNDACIONTEKNIKER.pdf|101237|res_partner|2020-02-26|Cristina Torres|INFORME AXESOR CCAA 2018
250|/home/odoo_files/Customers/101241|MEGAPLAS_SA.pdf|101241|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
251|/home/odoo_files/Customers/101242|BSH CAMBIO DATOS FISCALES.pdf|101242|res_partner|2019-02-08|Núria Soler|CAMBIO DATOS FISCALES
252|/home/odoo_files/Customers/101245|COMUNICACIONES_Y_CONTROL_ELECTRONICO_SA.pdf|101245|res_partner|2014-12-31|OdooBot|Informe ccaa 2011 Axesor
253|/home/odoo_files/Customers/101253|NOVENTIA_INGENIEROS_SL.pdf|101253|res_partner|2016-04-21|María Rey|Informe Axesor
254|/home/odoo_files/Customers/101253|NOVENTIA.pdf|101253|res_partner|2016-04-21|Cristina Torres|solicitud de crédito
255|/home/odoo_files/Customers/101268|UTC FIRE & SECURITY ESPAÑA.pdf|101268|res_partner|2019-03-27|Elisabet Villa|NDA UTC FIRE & SECURITY ESPAÑA 2019
256|/home/odoo_files/Customers/101268|UTC FICHA PROVEEDOR.pdf|101268|res_partner|2019-05-06|Núria Soler|FICHA PROVEEDOR
257|/home/odoo_files/Customers/101268|UTCFIRESECURITYESPAASL.pdf|101268|res_partner|2019-05-07|Alex Medialdea|INFORME AXESOR CCAA 2017
258|/home/odoo_files/Customers/101268|UTC FIRE & SECURITY SL.pdf|101268|res_partner|2019-05-07|Alex Medialdea|SOLICITUD DE CRÉDITO
259|/home/odoo_files/Customers/101268|utc fire.pdf|101268|res_partner|2019-05-08|Núria Soler|APERTURA DE CUENTA
260|/home/odoo_files/Customers/101272|OWASYS_ADVANCED_WIRELESS_DEVICES_SL.pdf|101272|res_partner|2015-05-28|Cristina Torres|INFORME AXESOR CCAA 2012
261|/home/odoo_files/Customers/101279|INCAELEC ctas. 2013.pdf|101279|res_partner|2014-06-17|Cristina Torres|balance pyg 2013+comentarios del cliente
262|/home/odoo_files/Customers/101279|INCAELEC_SOCIEDAD_LIMITADA.pdf|101279|res_partner|2014-11-04|Cristina Torres|informe axesor ccaa 2013
263|/home/odoo_files/Customers/101279|ELECTRICAL_COMPONENTS_INTERNATIONAL_SL.pdf|101279|res_partner|2017-07-19|María Rey|CCAA 2015
264|/home/odoo_files/Customers/101279|ELECTRICALCOMPONENTSINTERNATIONALSL.pdf|101279|res_partner|2018-05-17|Cristina Torres|INFORME AXESOR CCAA 2016
265|/home/odoo_files/Customers/101279|ELECTRICALCOMPONENTSINTERNATIONALSL 2017.pdf|101279|res_partner|2019-02-15|Alex Medialdea|INFORME AXESOR CCAA 2017
266|/home/odoo_files/Customers/101279|ELECTRICAL_COMPONENTS_INTERNATIONAL_SL (2018).pdf|101279|res_partner|2020-07-03|Alex Medialdea|INFORME AXESOR CCAA 2018
267|/home/odoo_files/Customers/101279|ELECTRICAL_COMPONENTS_INTERNATIONAL_SL (2019).pdf|101279|res_partner|2020-10-26|Alex Medialdea|INFORME AXESOR CCAA 2019
268|/home/odoo_files/Customers/101279|ELECTRICAL_COMPONENTS_INTERNATIONAL_SL (2020).pdf|101279|res_partner|2021-08-27|Alex Medialdea|INFORME AXESOR CCA 2020
269|/home/odoo_files/Customers/101280|GREEN POWER.pdf|101280|res_partner|2014-05-14|Cristina Torres|Informe axesor 29/04/14
270|/home/odoo_files/Customers/101280|GPTECH (GREEN POWER TECH) 2014.pdf|101280|res_partner|2015-01-13|OdooBot|Acuerdo de confidencialidad
271|/home/odoo_files/Customers/101280|GREENPOWERTECHNOLOGIESSL.pdf|101280|res_partner|2019-08-20|Cristina Torres|informe axesor ccaa 2018
272|/home/odoo_files/Customers/101282|VISIONDISPOSITIVOSYEXTENSIONESSL.pdf|101282|res_partner|2019-06-19|Cristina Torres|informe axesor ccaa 2017
273|/home/odoo_files/Customers/101282|VISIONDISPOSITIVOSYEXTENSIONESSL (2018).pdf|101282|res_partner|2019-10-25|Alex Medialdea|informe axesor ccaa 2018
274|/home/odoo_files/Customers/101285|ISIS_ENGINNERING_SA.pdf|101285|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
275|/home/odoo_files/Customers/101293|MILITARTECNOLOGIE_DIENST_UND_UBERWACHUNG_SA.pdf|101293|res_partner|2015-04-15|Cristina Torres|informe axesor 2013
276|/home/odoo_files/Customers/101293|CARBURES_DEFENSE_SA.pdf|101293|res_partner|2017-02-16|Cristina Torres|informe axesor 2015
277|/home/odoo_files/Customers/101293|CARBURESDEFENSESA.pdf|101293|res_partner|2018-10-08|Alex Medialdea|informe axesor CCAA 2016
278|/home/odoo_files/Customers/101293|AIRTIFICIALAEROSPACEDEFENSEENGINEERINGSA.pdf|101293|res_partner|2019-06-03|Cristina Torres|informe axesor ccaa 2017
279|/home/odoo_files/Customers/101296|ELECTRONIC_MOTION_SYSTEM_SOCIEDAD_LIMITADA.pdf|101296|res_partner|2014-09-23|Cristina Torres|INFORME AXESOR CCAA 2013
280|/home/odoo_files/Customers/101296|ELECTRONICMOTIONSYSTEMSOCIEDADLIMITADA.pdf|101296|res_partner|2019-08-20|Cristina Torres|informe axesor ccaa 2017
281|/home/odoo_files/Customers/101320|ENWESA OPERACIONES, S.A..doc|101320|res_partner|2018-01-29|María Rey|Sol credito
282|/home/odoo_files/Customers/101320|ENWESA_OPERACIONES_SA_SME.pdf|101320|res_partner|2018-01-29|María Rey|Información Axesor
283|/home/odoo_files/Customers/101320|ENWESA.doc|101320|res_partner|2018-01-29|María Rey|APERTURA DE CUENTA
284|/home/odoo_files/Customers/101326|SOLUCIONES_TECNICAS_INTEGRADAS_SOCIEDAD_ANONIMA.pdf|101326|res_partner|2015-06-10|Cristina Torres|informe axesor ccaa 2012
285|/home/odoo_files/Customers/101351|DISENO_ELECTRONICO_NICOLAS_PANA_SL.pdf|101351|res_partner|2018-01-29|María Rey|Informe Axesor
286|/home/odoo_files/Customers/101351|DISEOELECTRONICONICOLASPANASL.pdf|101351|res_partner|2019-04-11|Alex Medialdea|Informe Axesor CCAA 2017
287|/home/odoo_files/Customers/101353|GOLDNEY ELECTRONICS SL.pdf|101353|res_partner|2020-06-29|Alex Medialdea|SOLICITUD DE CRÉDITO
288|/home/odoo_files/Customers/101353|Contrato Conignación Mercaderias  Goldney-Monolitic 2020.pdf|101353|res_partner|2020-07-13|Elisabet Villa|Contrato Conisgnación Mercaderias 10/02/20
289|/home/odoo_files/Customers/101357|OV19_2961 Y ANEXOS.pdf|101357|res_partner|2019-07-29|Juan Carlos Vázquez|OV19-2961
290|/home/odoo_files/Customers/101358|THYSEN PLANO EJECUCION 02 TFT.pdf|101358|res_partner|2014-07-03|Núria Soler|PLANO EJECUCION EQUIPOS THYSSEN
291|/home/odoo_files/Customers/101358|THYSSEN PLANO EJECUCION 03.pdf|101358|res_partner|2014-07-03|Núria Soler|PLANO EJECUCION EQUIPOS THYSSEN
292|/home/odoo_files/Customers/101365|tecnologia gps.jpg|101365|res_partner|2018-01-25|Núria Soler|apertura de cuenta
293|/home/odoo_files/Customers/101365|TECNOLOGIA GPS, S.A..jpg|101365|res_partner|2018-01-25|María Rey|Solicitud de credito
294|/home/odoo_files/Customers/101378|INFOPYME_COMUNICACIONES_SL.pdf|101378|res_partner|2015-11-12|Cristina Torres|informe axesor ccaa 2014
295|/home/odoo_files/Customers/101390|comsa service facility.pdf|101390|res_partner|2018-11-26|Núria Soler|apertura decuenta
296|/home/odoo_files/Customers/101407|HERSILL_SL.pdf|101407|res_partner|2016-02-18|Cristina Torres|INFORME AXESOR CCAA 2014
297|/home/odoo_files/Customers/101410|DETNOV_SECURITY_SL.pdf|101410|res_partner|2016-04-12|María Rey|CCAA 2014
298|/home/odoo_files/Customers/101410|DETNOV_SECURITY_SL (1).pdf|101410|res_partner|2016-04-12|María Rey|CCAA 2015
299|/home/odoo_files/Customers/101410|DETNOVSECURITYSL.pdf|101410|res_partner|2020-02-11|Cristina Torres|CCAA2018
300|/home/odoo_files/Customers/101433|TTINORTESL.pdf|101433|res_partner|2018-12-27|Alex Medialdea|INFORME AXESOR CCAA 2017
301|/home/odoo_files/Customers/101433|TTINORTESL (1).pdf|101433|res_partner|2019-07-22|Alex Medialdea|INFORME AXESOR CCAA 2018
302|/home/odoo_files/Customers/101433|INFORME_MERCANTIL_TTI_NORTE_SL_2021-03-11.pdf|101433|res_partner|2021-03-16|Cristina Torres|INFORME AXESOR CCAA 2019
303|/home/odoo_files/Customers/101433|TTI_PyG provisional 2020.pdf|101433|res_partner|2021-03-19|Cristina Torres|PYG 2020 PROV.
304|/home/odoo_files/Customers/101433|TTI_Balance Provisional 2020_PASIVO.pdf|101433|res_partner|2021-03-19|Cristina Torres|BALANCEPAS PROV.2020
305|/home/odoo_files/Customers/101433|TTI_Balance Provisional 2020_ACTIVO.pdf|101433|res_partner|2021-03-19|Cristina Torres|BALANCEACT PROV. 2020
306|/home/odoo_files/Customers/101439|101439 PRODISA.pdf|101439|res_partner|2016-09-15|Cristina Torres|SOLICITUD CRÉDITO
307|/home/odoo_files/Customers/101439|PROYECTOS_ELECTRONICOS_DIAZ_SA.pdf|101439|res_partner|2016-09-15|Cristina Torres|informe axesor ccaa 2014
308|/home/odoo_files/Customers/101439|PROYECTOS_ELECTRONICOS_DIAZ_SA (2019).pdf|101439|res_partner|2021-03-10|Alex Medialdea|INFORME AXESOR CCAA 2019
309|/home/odoo_files/Customers/101439|101439 PROYECTOS ELECTRON. DIAZ, SA.pdf|101439|res_partner|2021-03-10|Jordi Sánchez|EFACTURA
310|/home/odoo_files/Customers/101441|CABECO_SA.pdf|101441|res_partner|2015-11-23|Cristina Torres|informe axesor ccaa 2014
311|/home/odoo_files/Customers/101441|CABECO_SA.pdf|101441|res_partner|2015-11-23|Cristina Torres|informe axesor ccaa 2015
312|/home/odoo_files/Customers/101441|cabeco BALANCE SITUACION 2016.pdf|101441|res_partner|2017-10-16|Cristina Torres|balance situación 2016 cliente
313|/home/odoo_files/Customers/101441|cabeco BALANCES SITUAC  junio 2017euros).pdf|101441|res_partner|2017-10-16|Cristina Torres|balance situación h.junio17
314|/home/odoo_files/Customers/101441|cabeco CUENTA  PERDIDAS y GANANCIAS 2016.pdf|101441|res_partner|2017-10-16|Cristina Torres|pyg 2016
315|/home/odoo_files/Customers/101441|cabeco CTA DE PERDIDAS y GANANCIAS junio 2017.pdf|101441|res_partner|2017-10-16|Cristina Torres|pyg h.junio17
316|/home/odoo_files/Customers/101441|CABECO2017.pdf|101441|res_partner|2018-02-12|Cristina Torres|BALANCES 2017 CLIENTE
317|/home/odoo_files/Customers/101441|CABECOSA.pdf|101441|res_partner|2018-05-03|María Rey|informe Axesor
318|/home/odoo_files/Customers/101441|CABECOSA 2017.pdf|101441|res_partner|2019-03-01|Alex Medialdea|INFORME AXESOR CCAA 2017
319|/home/odoo_files/Customers/101443|CCAA2015_INTERNET INFORMÁTICA Y DESARROLLOS ELECTRÓNICOS DIGITALES.pdf|101443|res_partner|2017-02-08|María Rey|CCAA 2015
320|/home/odoo_files/Customers/101443|Solicitud Credito Comercial ININDE, S.L..pdf|101443|res_partner|2017-02-08|María Rey|Solicitud credito
321|/home/odoo_files/Customers/101457|SVE new facilites-nuevas instalaciones.pdf|101457|res_partner|2019-12-09|Núria Soler|cambio direccion
322|/home/odoo_files/Customers/101480|SONOIDEA_SA.pdf|101480|res_partner|2014-08-29|Cristina Torres|informe asexor datos 2013
323|/home/odoo_files/Customers/101487|IPESA NCNR PV67901-7661.pdf|101487|res_partner|2017-05-04|Núria Soler|NC NR IPESA PV67901
324|/home/odoo_files/Customers/101490|CIMODI.jpg|101490|res_partner|2020-02-13|Núria Soler|apertura de cuenta
325|/home/odoo_files/Customers/101490|CIMODIELECTRONICASL.pdf|101490|res_partner|2020-02-14|Alex Medialdea|INFORME AXESOR CCAA 2018
326|/home/odoo_files/Customers/101490|CIMODI ELECTRONICA SL.jpg|101490|res_partner|2020-02-14|Alex Medialdea|SOLICITUD DE CRÉDITO
327|/home/odoo_files/Customers/101506|NUEVA_FEDESA_SA.pdf|101506|res_partner|2015-02-12|Cristina Torres|INFORME AXESOR CCAA 2013
